Name,Txn Name,Money Raised,Announced Date,Location,Industries,Description,Funding Type
Hydrosat,Seed Round - Hydrosat,"$5,000,000","Jun 17, 2021","Washington, District of Columbia, United States, North America","Aerospace, AgTech, Analytics, Artificial Intelligence (AI), Big Data, Geospatial, Information Services, Machine Learning","Hydrosat provides geospatial intelligence for food security, critical infrastructure, and the environment.",Seed
Phantom Space,Seed Round - Phantom Space,"$5,000,000","Apr 14, 2021","Tucson, Arizona, United States, North America","Aerospace, Space Travel, Transportation","Phantom Space focuses on space transportation technology including satellites, propulsion, and launch vehicles.",Seed
Cumberland Additive,Venture Round - Cumberland Additive,"$5,000,000","Aug 25, 2021","Pflugerville, Texas, United States, North America","Aerospace, Industrial Manufacturing, Manufacturing, Plastics and Rubber Manufacturing",Cumberland Additive manufactures complex 3D printed metal and plastic parts for both production and prototype applications.,Venture - Series Unknown
Wilder Systems,Series A - Wilder Systems,"$5,000,000","May 26, 2022","Austin, Texas, United States, North America","Aerospace, Air Transportation, Robotics",Wilder Systems is a robotics and automation company that specializes in the aerospace industry.,Series A
Accrete AI,Venture Round - Accrete AI,"$5,000,000","Jun 9, 2022","New York, New York, United States, North America","Artificial Intelligence (AI), Government, Military, Software","Dual Use AI for defense, Intelligence and cybersecurity.",Venture - Series Unknown
Dark,Seed Round - Dark,"$5,000,000","Dec 16, 2021","Paris, Ile-de-France, France, Europe",Aerospace,Dark is a developer of tactical space platforms for collision avoidance and satellite neutralization.,Seed
Clarke Valve,Series D - Clarke Valve,"$5,000,000","Jul 26, 2022","North Kingstown, Rhode Island, United States, North America","Aerospace, Electronics, Energy, Industrial, Manufacturing",Clarke Valve is a developer of energy-saving shutter valves designed to work in a variety of industrial and aerospace applications.,Series D
Paradigm Parachute & Defense,Seed Round - Paradigm Parachute & Defense,"$5,000,000","Jul 6, 2022","Pensacola, Florida, United States, North America","Aerospace, Air Transportation, Manufacturing","Paradigm Parachute & Defense provides precision manufactured, military-style parachute systems, and associated defense products.",Seed
Atomos Space,Seed Round - Atomos Space,"$5,000,000","Jan 12, 2022","Denver, Colorado, United States, North America","Aerospace, Logistics, Nuclear, Robotics, Space Travel",Atomos Space is an aerospace company building and developing orbital transfer vehicles.,Seed
Accrete AI,Venture Round - Accrete AI,"$5,000,000","Oct 23, 2020","New York, New York, United States, North America","Artificial Intelligence (AI), Government, Military, Software","Dual Use AI for defense, Intelligence and cybersecurity.",Venture - Series Unknown
Pixxel,Seed Round - Pixxel,"$5,000,000","Aug 19, 2020","El Segundo, California, United States, North America","Aerospace, Geospatial, Information Technology, Satellite Communication",Pixxel is a space data company that develops a constellation of hyperspectral earth imaging satellites.,Seed
Steelhead Composites,Venture Round - Steelhead Composites,"$4,999,998","Jun 21, 2022","Golden, Colorado, United States, North America","Aerospace, Automotive, Clean Energy, CleanTech, Manufacturing",Steelhead Composites is a provider of hydrogen storage solutions used to allow widespread zero-emission fuel cell electrification.,Venture - Series Unknown
SatVu,Seed Round - SatVu,"£3,600,000","Apr 22, 2021","London, England, United Kingdom, Europe","Aerospace, Analytics, Geospatial",SatVu - An Earth Observation and satellite imagery analytics company deriving insights into economic activity,Seed
Optics11,Venture Round - Optics11,"€5,000,000","Oct 6, 2022","Amsterdam, Noord-Holland, The Netherlands, Europe","Energy, Military, Sensor, Test and Measurement",Maritime Defense and Energy Solutions,Venture - Series Unknown
Avion,Venture Round - Avion,"$4,729,998","Aug 8, 2023","San Francisco, California, United States, North America","Aerospace, Drones, Medical",Avion is an autonomous aerial network that delivers medicals and vaccine supplies via drones.,Venture - Series Unknown
Elroy Air,Seed Round - Elroy Air,"$4,700,000","Feb 13, 2019","San Francisco, California, United States, North America","Aerospace, Air Transportation, Logistics, Robotics","Elroy Air is a logistics company that specializes in the fields of logistics, robotics, and air transportation.",Seed
Nemo Arms,Venture Round - Nemo Arms,"$4,600,000","Aug 30, 2023","Nampa, Idaho, United States, North America","Law Enforcement, Machinery Manufacturing, Manufacturing, Military, Wholesale",Nemo Arms is a defense company that manufactures and designs weapons and gears.,Venture - Series Unknown
GPMS,Venture Round - GPMS,"$4,579,606","Dec 27, 2023","Burlington, Vermont, United States, North America","Aerospace, Apps, Software",GPMS develops condition monitoring systems for industrial and aviation applications.,Venture - Series Unknown
Novo Space,Venture Round - Novo Space,"$4,500,000","Jan 8, 2024","El Segundo, California, United States, North America",Aerospace,High-performance radiation-tolerant computers for new space applications,Venture - Series Unknown
VeriTX,Series A - VeriTX,"$4,500,000","Apr 14, 2022","East Aurora, New York, United States, North America","Aerospace, Blockchain, Cyber Security, Data Governance, Software","VeriTX is a flexible digital supply chain solution for aerospace, medical, and industrial verticals.",Series A
Lowden Street Capital,Private Equity Round - Lowden Street Capital,"$4,500,000","Jan 1, 2020","Homewood, Alabama, United States, North America","Aerospace, Financial Services, Real Estate, Staffing Agency",Rural Private Equity Buyouts,Private Equity
Usercentrics,Series A - Usercentrics,"€4,000,000","Jul 8, 2019","Munich, Bayern, Germany, Europe","Cyber Security, Digital Marketing, Identity Management, Law Enforcement, Legal, Legal Tech, Marketing Automation, Privacy, SaaS, Software","Usercentrics is a compliance technology SaaS provider, redefining the way to secure compliant data via consent management.",Series A
Radical,Seed Round - Radical,"$4,465,000","Jan 5, 2024","Seattle, Washington, United States, North America","Aerospace, Internet, Telecommunications",Radical builds high-altitude solar aircraft to provide direct-to-handset LTE or 5G internet.,Seed
Operational Solutions,Venture Round - Operational Solutions,"£3,500,000","Nov 30, 2023","London, England, United Kingdom, Europe","Aerospace, Manufacturing, Security","Operational Solutions is a company that provides tailored Subject Matter Expertise to the Defence, Security and Aerospace industry.",Venture - Series Unknown
Hinfact,Venture Round - Hinfact,"€4,000,000","Apr 12, 2023","Toulouse, Midi-Pyrenees, France, Europe","Aerospace, Computer Vision, Human Computer Interaction, Neuroscience, Software",Hinfact provides solutions to improve safety from pilot training to full-scale operations in the aviation industry.,Venture - Series Unknown
ATMOS Space Cargo,Seed Round - ATMOS Space Cargo,"€4,000,000","Jun 22, 2023","Baden-baden, Baden-Wurttemberg, Germany, Europe","Aerospace, Manufacturing, Space Travel","ATMOS Space Cargo develops and manufactures space capsules to return cargo from space, microgravity experiments to entire rocket stages.",Seed
ClearSpace,Seed Round - ClearSpace,"CHF4,000,000","Jun 30, 2021","Renens, Vaud, Switzerland, Europe","Aerospace, Satellite Communication, Space Travel",On-orbit services to enable a thriving New Space economy.,Seed
DBT Aero,Pre Seed Round - DBT Aero,"$4,311,559","Jun 7, 2019","Riverton, Utah, United States, North America","Aerospace, Commercial, Energy Efficiency, Manufacturing","Making sustainable, technologically advanced flight affordable, safe & quiet",Pre-Seed
Texray AB,Venture Round - Texray AB,"SEK45,000,000","Nov 21, 2023","Göteborg, Vastra Gotaland, Sweden, Europe","Aerospace, Health Care, Medical, Textiles",Texray AB radiation protection textile to address the need for durable and comfortable personal protection equipment (PPE),Venture - Series Unknown
9T Labs,Seed Round - 9T Labs,"$4,300,000","Jan 29, 2020","Zürich, Zurich, Switzerland, Europe","Aerospace, Automotive, Industrial, Industrial Engineering, Mechanical Engineering",Making industry grade carbon fiber composites more accessible to series production through additive manufacturing.,Seed
Street Smarts VR,Venture Round - Street Smarts VR,"$4,300,000","Jun 7, 2022","New York, New York, United States, North America","Law Enforcement, Legal, Virtual Reality",Street Smarts VR is a veteran-owned virtual reality (VR) training platform.,Venture - Series Unknown
Verijet,Series A - Verijet,"$4,277,628","Jan 4, 2021","Opa Locka, Florida, United States, North America","Aerospace, Artificial Intelligence (AI), Software",Verijet is a technology company using novel AI and supercomputing to grow the private aviation industry.,Series A
Archangel Lightworks,Seed Round - Archangel Lightworks,"€4,000,000","Feb 15, 2023","London, England, United Kingdom, Europe","Aerospace, Laser, Optical Communication, Satellite Communication",Archangel Lightworks builds deployable laser communication systems for the space-enabled networks of the future.,Seed
Leaf Space,Series A - Leaf Space,"€3,500,000","Jan 13, 2021","Milan, Lombardia, Italy, Europe","Aerospace, Satellite Communication, Space Travel",Leaf Space wants to simplify the access to Space for microsatellites’ operators.,Series A
Spintech,Series A - Spintech,"$4,250,000","Mar 12, 2019","Miamisburg, Ohio, United States, North America","Aerospace, Manufacturing",Spintech provides game-changing shape memory polymer technologies for composite manufacturing.,Series A
Drone Express,Seed Round - Drone Express,"$4,201,500","Jan 1, 2023","Dayton, Ohio, United States, North America","Aerospace, Delivery Service, Drones",Drone Express is a full-service logistics company that uses airborne autonomous drones for local package delivery.,Seed
Proteus Space,Seed Round - Proteus Space,"$4,200,000","Jul 12, 2023","Los Angeles, California, United States, North America","Aerospace, Government, Industrial Manufacturing, Manufacturing, National Security, Space Travel",The future of rapid satellite design and manufacturing.,Seed
Bounce Imaging,Series A - Bounce Imaging,"$4,200,000","May 2, 2022","Boston, Massachusetts, United States, North America","Consumer Electronics, Hardware, Law Enforcement, Robotics, Sensor",Throwable omnidirectional/360 cameras for first responders,Series A
Urban Sky,Seed Round - Urban Sky,"$4,100,000","Aug 19, 2021","Denver, Colorado, United States, North America","Aerospace, Geospatial, Mapping Services, Remote Sensing, Smart Cities",Urban Sky offers a revolution in remote sensing through the new stratospheric microballon.,Seed
Steelhead Composites,Seed Round - Steelhead Composites,"$4,093,368","Aug 14, 2020","Golden, Colorado, United States, North America","Aerospace, Automotive, Clean Energy, CleanTech, Manufacturing",Steelhead Composites is a provider of hydrogen storage solutions used to allow widespread zero-emission fuel cell electrification.,Seed
Kurs Orbital,Seed Round - Kurs Orbital,"€3,700,000","Mar 7, 2024","Turin, Piemonte, Italy, Europe",Aerospace,"Kurs Orbital enables satellite life extension and space debris removal missions, securing safe and sustainable orbits for generations.",Seed
IDR Law,Venture Round - IDR Law,"£3,250,000","Jun 5, 2023","Harrogate, North Yorkshire, United Kingdom, Europe","Law Enforcement, Service Industry","IDR Law is a nationally recognised boutique law firm that focuses only on resolving legal issues that relate to trusts, wills, and probate.",Venture - Series Unknown
Amini,Seed Round - Amini,"$4,000,000","Nov 30, 2023","New York, New York, United States, North America","Aerospace, Artificial Intelligence (AI), Geospatial, Machine Learning, Software",Amini is a climate tech business that uses artificial intelligence and satellite technology to bridge Africa's environmental data.,Seed
Darkhive,Seed Round - Darkhive,"$4,000,000","Nov 30, 2023","San Antonio, Texas, United States, North America","Military, Public Safety, Robotics",Autonomy for Everyone,Seed
Exosonic,Seed Round - Exosonic,"$4,000,000","May 5, 2022","Los Angeles, California, United States, North America","Aerospace, Air Transportation",Developing supersonic UAVs as a steppingstone towards quiet supersonic passenger flight,Seed
Cognitive Space,Seed Round - Cognitive Space,"$4,000,000","Oct 16, 2023","Houston, Texas, United States, North America","Aerospace, Artificial Intelligence (AI), Satellite Communication",Cognitive Space develops a generation machine intelligence platform for satellite constellation management.,Seed
Cognitive Space,Seed Round - Cognitive Space,"$4,000,000","Nov 18, 2021","Houston, Texas, United States, North America","Aerospace, Artificial Intelligence (AI), Satellite Communication",Cognitive Space develops a generation machine intelligence platform for satellite constellation management.,Seed
